order_detail_id,order_id,product_id,customer_id,warehouse_id,supplier_id,order_date,order_status,product_name,category,is_active,quantity,unit_price,discount_pct,source_line_total,gross_line_amount,discount_amount,net_line_amount,calculated_line_total,line_total_difference,line_total_status,transaction_type,supplier_status
800132,5003916,20008,300979,503,1079,18-12-2025,Delivered,Robust impactful matrix,Furniture,N,5,492.09,0.8,,2460.45,19.6836,2440.7664,2440.7664,,Missing Source Total,Sale,Matched
800133,5008377,20707,300744,538,1222,03-06-2026,Shipped,Distributed fresh-thinking encryption,Electronics,,19,166.34,11.5,2797.01,3160.46,363.4529,2797.0071,2797.0071,0.0029,Matched,Sale,Matched
800134,5010835,20401,302415,538,1290,22-03-2026,Pending,Synergized high-level algorithm,Pharmaceuticals,N,20,1812.96,15.4,30675.28,36259.2,5583.9168,30675.2832,30675.2832,-0.0032,Matched,Sale,Matched
800135,5009366,20629,302533,521,1045,14-09-2021,Shipped,Configurable analyzing alliance,Electronics,Y,39,314.47,20.4,9762.41,12264.33,2501.92332,9762.40668,9762.40668,0.00332,Matched,Sale,Matched
800136,5001268,21320,301576,540,1202,10-04-2026,Delivered,Robust bottom-line analyzer,Electronics,Y,2,1796.29,5.9,3380.62,3592.58,211.96222,3380.61778,3380.61778,0.00222,Matched,Sale,Matched
800137,5004698,21320,301420,533,1202,27-06-2026,Pending,Robust bottom-line analyzer,Electronics,Y,27,1796.29,21.9,37878.37,48499.83,10621.46277,37878.36723,37878.36723,0.00277,Matched,Sale,Matched
800138,5000753,21204,300989,528,1205,24-11-2025,Shipped,Organic heuristic website,Automotive Parts,Y,24,2274.55,1.6,53715.77,54589.2,873.4272,53715.7728,53715.7728,-0.0028,Matched,Sale,Matched
800139,5008326,20294,301238,537,1244,28-12-2025,Returned,Function-based optimal artificial intelligence,Apparel,N,15,2097.75,,23442.36,,,,,,Cannot Calculate,Sale,Matched
800140,5005194,21181,300859,502,1155,01-09-2025,Delivered,Digitized directional focus group,Groceries,N,7,770.2,0.3,5375.23,5391.4,16.1742,5375.2258,5375.2258,0.0042,Matched,Sale,Matched
800141,5004366,21440,302817,515,1239,29-09-2023,Delivered,Devolved solution-oriented encryption,Groceries,N,38,1939.94,26.6,54108.81,73717.72,19608.91352,54108.80648,54108.80648,0.00352,Matched,Sale,Matched
800142,5006609,21487,302313,518,1111,28-01-2024,Pending,Compatible system-worthy Local Area Network,Apparel,N,41,,6.2,91020.86,,,,,,Cannot Calculate,Sale,Matched
800143,5002111,21105,301197,538,1021,14-06-2026,Pending,Down-sized analyzing attitude,Office Supplies,N,43,2399.72,,101227.39,,,,,,Cannot Calculate,Sale,Matched
800144,5001496,21209,301807,534,1250,01-02-2026,Cancelled,Open-source zero administration functionalities,Pharmaceuticals,N,31,1404.19,5.1,41309.87,43529.89,2220.02439,41309.86561,41309.86561,0.00439,Matched,Sale,Matched
800145,5005357,20821,302848,519,1186,24-05-2023,Shipped,Up-sized didactic methodology,Industrial Equipment,N,48,1815.44,,86705.41,,,,,,Cannot Calculate,Sale,Matched
800146,5011860,21164,300149,513,1160,23-03-2026,Shipped,Diverse impactful knowledgebase,Pharmaceuticals,N,25,685.86,1.1,16957.89,17146.5,188.6115,16957.8885,16957.8885,0.0015,Matched,Sale,Matched
800147,5006810,20885,300809,511,1006,27-07-2026,Pending,Team-oriented foreground secured line,Furniture,N,22,2060.18,,38072.13,,,,,,Cannot Calculate,Sale,Matched
800148,5005629,20988,301216,521,1139,26-11-2025,Pending,Exclusive analyzing synergy,Groceries,Y,17,1747.26,25.8,,29703.42,7663.48236,22039.93764,22039.93764,,Missing Source Total,Sale,Matched
800149,5008724,20453,300286,528,1048,22-10-2023,Shipped,Open-source attitude-oriented array,Industrial Equipment,Y,15,144.09,0.5,2150.54,2161.35,10.80675,2150.54325,2150.54325,-0.00325,Matched,Sale,Matched
800150,5005721,21301,300544,530,1158,25-02-2026,Delivered,Grass-roots grid-enabled structure,Office Supplies,N,13,1132.51,5.2,13957.05,14722.63,765.57676,13957.05324,13957.05324,-0.00324,Matched,Sale,Matched
800151,5002686,21211,300064,516,1012,17-06-2026,Shipped,Compatible upward-trending encoding,Automotive Parts,Y,35,1878.97,16.6,54847.13,65763.95,10916.8157,54847.1343,54847.1343,-0.0043,Matched,Sale,Matched
800152,5002165,20211,300663,505,1184,17-11-2025,Pending,Synchronized holistic capacity,Apparel,N,6,2035.44,5.2,11577.58,12212.64,635.05728,11577.58272,11577.58272,-0.00272,Matched,Sale,Matched
800153,5005358,20774,300816,531,1114,20-10-2023,Shipped,Reverse-engineered 3rdgeneration open system,Toys,N,7,1520.94,1.6,10476.23,10646.58,170.34528,10476.23472,10476.23472,-0.00472,Matched,Sale,Matched
800154,5011464,20020,302466,504,1092,23-08-2025,Returned,Switchable web-enabled model,Pharmaceuticals,N,18,,0.9,,,,,,,Cannot Calculate,Sale,Matched
800155,5010837,21438,302339,512,1152,15-04-2026,Returned,Polarized system-worthy installation,Furniture,Y,21,1834.08,16.8,32045.05,38515.68,6470.63424,32045.04576,32045.04576,0.00424,Matched,Sale,Matched
800156,5011889,21249,300722,529,1092,09-03-2025,Delivered,Open-source bottom-line matrix,Toys,Y,2,165.77,16.2,277.83,331.54,53.70948,277.83052,277.83052,-0.00052,Matched,Sale,Matched
800157,5001104,21280,301635,531,1234,28-11-2024,Cancelled,Fully-configurable regional collaboration,Toys,N,11,42.33,5.2,441.42,465.63,24.21276,441.41724,441.41724,0.00276,Matched,Sale,Matched
800158,5011973,20474,300567,513,1089,09-12-2023,Pending,Integrated holistic framework,Apparel,Y,39,840.09,20.5,26046.99,32763.51,6716.51955,26046.99045,26046.99045,-0.00045,Matched,Sale,Matched
800159,5004559,20064,302387,534,1213,16-02-2025,Delivered,Team-oriented systematic database,Apparel,N,41,939.18,6.5,36003.47,38506.38,2502.9147,36003.4653,36003.4653,0.0047,Matched,Sale,Matched
800160,5007990,20896,302692,530,1001,16-09-2024,Pending,Devolved holistic methodology,Electronics,N,22,2280.59,16.6,41844.27,50172.98,8328.71468,41844.26532,41844.26532,0.00468,Matched,Sale,Matched
800161,5002391,20435,300995,531,1296,27-05-2026,Shipped,Centralized holistic firmware,Furniture,Y,15,1246.4,26.8,13685.47,18696,5010.528,13685.472,13685.472,-0.002,Matched,Sale,Matched
800162,5002644,20877,301972,504,1269,15-02-2025,Shipped,Innovative zero administration policy,Office Supplies,N,25,2328.47,,43600.6,,,,,,Cannot Calculate,Sale,Matched
800163,5007766,20576,300336,506,1019,09-04-2026,Shipped,Networked context-sensitive throughput,Automotive Parts,Y,25,506.57,5.4,,12664.25,683.8695,11980.3805,11980.3805,,Missing Source Total,Sale,Matched
800164,5009729,21396,301363,514,1174,26-12-2025,Shipped,Configurable encompassing circuit,Automotive Parts,Y,39,1759.6,21.6,53801.53,68624.4,14822.8704,53801.5296,53801.5296,0.0004,Matched,Sale,Matched
800165,5010694,21104,301287,519,1119,07-06-2025,Shipped,Multi-tiered interactive service-desk,Groceries,Y,24,1666.75,5.2,37921.9,40002,2080.104,37921.896,37921.896,0.004,Matched,Sale,Matched
800166,5002991,20910,302220,516,1081,23-02-2025,Delivered,Face-to-face real-time implementation,Pharmaceuticals,N,21,77.4,5.5,1536,1625.4,89.397,1536.003,1536.003,-0.003,Matched,Sale,Matched
800167,5008416,20810,300603,521,1175,24-08-2024,Shipped,Total transitional utilization,Furniture,N,4,1851.97,5.7,6985.63,7407.88,422.24916,6985.63084,6985.63084,-0.00084,Matched,Sale,Matched
800168,5009837,21494,302856,521,1215,13-04-2023,Shipped,Robust zero-defect groupware,Automotive Parts,N,4,1185.2,5.2,4494.28,4740.8,246.5216,4494.2784,4494.2784,0.0016,Matched,Sale,Matched
800169,5002202,20722,302609,530,1088,03-07-2024,Returned,Reduced solution-oriented alliance,Industrial Equipment,N,1,2353.02,6,2211.84,2353.02,141.1812,2211.8388,2211.8388,0.0012,Matched,Sale,Matched
800170,5008189,20677,301990,529,1132,20-05-2024,Shipped,Secured didactic encoding,Apparel,Y,36,229.38,0,8257.68,8257.68,0,8257.68,8257.68,0,Matched,Sale,Matched
800171,5010248,20026,302425,514,1043,10-12-2025,Pending,Ameliorated well-modulated alliance,Toys,Y,37,671.39,21.7,19450.84,24841.43,5390.59031,19450.83969,19450.83969,0.00031,Matched,Sale,Matched
800172,5007505,21157,302389,517,1141,16-04-2025,Delivered,Ergonomic client-server framework,Industrial Equipment,N,47,1563.93,25.7,54614,73504.71,18890.71047,54613.99953,54613.99953,0.00047,Matched,Sale,Matched
800173,5003938,20295,302884,525,1177,16-06-2024,Shipped,Visionary motivating adapter,Apparel,Y,23,51.55,1.4,1169.05,1185.65,16.5991,1169.0509,1169.0509,-0.0009,Matched,Sale,Matched
800174,5004245,20595,301852,502,1088,07-07-2026,Shipped,Reverse-engineered clear-thinking synergy,Apparel,N,34,,20,27406.99,,,,,,Cannot Calculate,Sale,Matched
800175,5006316,20042,302126,510,1229,01-11-2024,Returned,Seamless systematic help-desk,Sporting Goods,Y,13,936.55,1.5,,12175.15,182.62725,11992.52275,11992.52275,,Missing Source Total,Sale,Matched
800176,5001440,20879,301798,509,1085,28-06-2022,Delivered,Public-key non-volatile concept,Office Supplies,Y,46,1095.49,1.7,49535.87,50392.54,856.67318,49535.86682,49535.86682,0.00318,Matched,Sale,Matched
800177,5007303,21335,300061,509,1187,14-10-2025,Returned,Right-sized even-keeled standardization,Automotive Parts,N,47,2008.96,11,84034.8,94421.12,10386.3232,84034.7968,84034.7968,0.0032,Matched,Sale,Matched
800178,5009742,21013,301239,508,1098,05-08-2024,Pending,Devolved 4thgeneration portal,Office Supplies,N,24,104.67,11.3,2228.21,2512.08,283.86504,2228.21496,2228.21496,-0.00496,Matched,Sale,Matched
800179,5001583,20652,300182,537,1019,03-08-2025,Delivered,Up-sized regional intranet,Groceries,N,12,1651.12,5,18822.77,19813.44,990.672,18822.768,18822.768,0.002,Matched,Sale,Matched
800180,5001054,20643,302241,539,1024,22-06-2024,Pending,Cross-platform global projection,Office Supplies,Y,6,1925.7,11.7,10202.36,11554.2,1351.8414,10202.3586,10202.3586,0.0014,Matched,Sale,Matched
800181,5000108,20672,302126,526,1046,13-01-2024,Shipped,Innovative intangible groupware,Electronics,Y,16,2165.15,6.2,32494.57,34642.4,2147.8288,32494.5712,32494.5712,-0.0012,Matched,Sale,Matched
800182,5004611,20614,301163,535,1167,27-12-2025,Pending,Assimilated user-facing definition,Industrial Equipment,Y,34,2368.65,,67809.71,,,,,,Cannot Calculate,Sale,Matched
800183,5008894,20243,301877,512,1115,01-01-2023,Delivered,Compatible dynamic throughput,Industrial Equipment,N,50,2228.81,16.5,93052.82,111440.5,18387.6825,93052.8175,93052.8175,0.0025,Matched,Sale,Matched
800184,5010410,20027,300961,528,1047,05-04-2026,Shipped,Optional bottom-line info-mediaries,Automotive Parts,N,48,14.98,1.9,705.38,719.04,13.66176,705.37824,705.37824,0.00176,Matched,Sale,Matched
800185,5008630,21188,301015,510,1146,08-01-2026,Shipped,Horizontal neutral flexibility,Sporting Goods,N,16,779.11,1.1,12328.64,12465.76,137.12336,12328.63664,12328.63664,0.00336,Matched,Sale,Matched
800186,5002158,20924,302879,501,1073,12-07-2021,Delivered,Sharable dedicated flexibility,Groceries,N,10,1922.53,6.5,17975.66,19225.3,1249.6445,17975.6555,17975.6555,0.0045,Matched,Sale,Matched
800187,5011754,20501,300477,508,1165,18-05-2026,Pending,Ergonomic regional moratorium,Automotive Parts,N,21,883.07,25.4,13834.17,18544.47,4710.29538,13834.17462,13834.17462,-0.00462,Matched,Sale,Matched
800188,5006871,20580,302181,510,1255,24-10-2025,Delivered,User-friendly 3rdgeneration task-force,Furniture,N,50,2211.64,21.7,86585.71,110582,23996.294,86585.706,86585.706,0.004,Matched,Sale,Matched
800189,5000499,20429,302485,502,1001,03-02-2026,Pending,Programmable global system engine,Pharmaceuticals,N,20,1758.98,,34511.19,,,,,,Cannot Calculate,Sale,Matched
800190,5004615,21331,302051,526,1151,08-02-2026,Cancelled,Organized responsive structure,Apparel,Y,26,1534.32,27,29121.39,39892.32,10770.9264,29121.3936,29121.3936,-0.0036,Matched,Sale,Matched
800191,5001991,20097,301800,513,1215,03-10-2025,Pending,Intuitive asymmetric productivity,Electronics,N,25,1231.09,1.7,30254.04,30777.25,523.21325,30254.03675,30254.03675,0.00325,Matched,Sale,Matched
800192,5008943,20215,300864,532,1091,26-08-2024,Pending,Persistent clear-thinking array,Apparel,N,22,2458.67,1,53549.83,54090.74,540.9074,53549.8326,53549.8326,-0.0026,Matched,Sale,Matched
800193,5003130,20572,302639,504,1273,30-03-2026,Delivered,Streamlined asynchronous monitoring,Toys,N,39,2022.72,0.6,78412.76,78886.08,473.31648,78412.76352,78412.76352,-0.00352,Matched,Sale,Matched
800194,5002600,21019,301990,509,1017,04-12-2022,Shipped,Ergonomic 24hour productivity,Pharmaceuticals,Y,32,1184,20.1,30272.51,37888,7615.488,30272.512,30272.512,-0.002,Matched,Sale,Matched
800195,5002316,20349,302868,540,1149,22-06-2024,Delivered,Organic discrete middleware,Groceries,N,3,1966.35,20.7,4677.95,5899.05,1221.10335,4677.94665,4677.94665,0.00335,Matched,Sale,Matched
800196,5005106,20358,301406,509,1131,15-10-2025,Shipped,User-friendly background secured line,Automotive Parts,Y,9,427.46,16.9,3196.97,3847.14,650.16666,3196.97334,3196.97334,-0.00334,Matched,Sale,Matched
800197,5004875,21087,300164,522,1040,06-06-2024,Delivered,Mandatory interactive service-desk,Furniture,Y,11,2396.65,26.1,19482.37,26363.15,6880.78215,19482.36785,19482.36785,0.00215,Matched,Sale,Matched
800198,5005704,20919,300997,534,1124,13-05-2022,Shipped,Up-sized maximized function,Industrial Equipment,Y,23,674.38,20.9,12269,15510.74,3241.74466,12268.99534,12268.99534,0.00466,Matched,Sale,Matched
800199,5006699,20616,301130,519,9033,29-10-2024,Returned,Fully-configurable dedicated concept,Furniture,Y,6,224.79,25,1011.56,1348.74,337.185,1011.555,1011.555,0.005,Matched,Sale,Unmatched Supplier Reference
800200,5010997,20439,300743,524,1241,05-02-2024,Shipped,Innovative object-oriented support,Sporting Goods,N,24,1136.18,0.2,27213.78,27268.32,54.53664,27213.78336,27213.78336,-0.00336,Matched,Sale,Matched
800201,5009872,20983,302924,524,1036,28-09-2024,Returned,Down-sized context-sensitive hub,Toys,N,8,1175.79,20.3,7496.84,9406.32,1909.48296,7496.83704,7496.83704,0.00296,Matched,Sale,Matched
800202,5000101,21326,301759,532,1157,29-09-2025,Shipped,Exclusive national success,Apparel,N,18,255.04,2,4498.91,4590.72,91.8144,4498.9056,4498.9056,0.0044,Matched,Sale,Matched
800203,5005968,20568,301631,503,1297,17-05-2025,Delivered,Enhanced incremental open architecture,Pharmaceuticals,N,10,238.64,1.9,2341.06,2386.4,45.3416,2341.0584,2341.0584,0.0016,Matched,Sale,Matched
800204,5010562,21012,302379,513,1270,23-11-2025,Delivered,Total impactful success,Pharmaceuticals,N,9,439.03,20.4,3145.21,3951.27,806.05908,3145.21092,3145.21092,-0.00092,Matched,Sale,Matched
800205,5010200,20171,300986,521,1197,15-02-2026,Delivered,Reverse-engineered fresh-thinking website,Office Supplies,Y,37,13.66,25,379.06,505.42,126.355,379.065,379.065,-0.005,Matched,Sale,Matched
800206,5001361,20551,302043,507,1143,22-12-2025,Shipped,Extended optimal migration,Industrial Equipment,N,46,1912.51,21.8,68796.81,87975.46,19178.65028,68796.80972,68796.80972,0.00028,Matched,Sale,Matched
800207,5004284,20385,300213,519,1061,30-12-2021,Pending,Profit-focused modular superstructure,Furniture,N,49,,1.6,,,,,,,Cannot Calculate,Sale,Matched
800208,5005513,21129,302553,523,1296,03-05-2025,Pending,Re-engineered clear-thinking attitude,Automotive Parts,N,24,1179.56,1.1,27998.04,28309.44,311.40384,27998.03616,27998.03616,0.00384,Matched,Sale,Matched
800209,5011031,20756,300204,531,1168,06-11-2025,Returned,Virtual coherent infrastructure,Sporting Goods,N,44,1676.4,2,72286.37,73761.6,1475.232,72286.368,72286.368,0.002,Matched,Sale,Matched
800210,5008872,20715,302722,503,1240,25-10-2024,Delivered,Versatile multimedia hub,Pharmaceuticals,N,34,1500.21,6.7,47589.66,51007.14,3417.47838,47589.66162,47589.66162,-0.00162,Matched,Sale,Matched
800211,5005200,21147,300740,533,1268,05-07-2025,Cancelled,Quality-focused composite interface,Toys,N,42,1469.12,0.1,61641.34,61703.04,61.70304,61641.33696,61641.33696,0.00304,Matched,Sale,Matched
800212,5000008,21058,301284,510,1010,03-06-2025,Pending,User-friendly bifurcated orchestration,Electronics,Y,17,1382.13,5.2,22274.41,23496.21,1221.80292,22274.40708,22274.40708,0.00292,Matched,Sale,Matched
800213,5006006,20624,302519,507,1059,03-04-2021,Shipped,Managed multi-state utilization,Sporting Goods,N,45,1851.81,15.1,70748.4,83331.45,12583.04895,70748.40105,70748.40105,-0.00105,Matched,Sale,Matched
800214,5010033,20945,301711,509,1019,24-02-2026,Delivered,Pre-emptive fault-tolerant project,Furniture,N,16,548.12,16.2,7349.19,8769.92,1420.72704,7349.19296,7349.19296,-0.00296,Matched,Sale,Matched
800215,5011953,20447,301535,511,1205,25-11-2024,Shipped,Devolved transitional implementation,Sporting Goods,N,29,1191.63,20.4,27507.59,34557.27,7049.68308,27507.58692,27507.58692,0.00308,Matched,Sale,Matched
800216,5011096,20501,300288,514,1165,10-01-2023,Shipped,Ergonomic regional moratorium,Automotive Parts,N,29,883.07,20.4,20384.79,25609.03,5224.24212,20384.78788,20384.78788,0.00212,Matched,Sale,Matched
800217,5004589,20960,300899,516,1015,19-11-2024,Pending,Robust logistical software,Office Supplies,Y,12,1546.01,15,15769.3,18552.12,2782.818,15769.302,15769.302,-0.002,Matched,Sale,Matched
800218,5000342,21392,301532,516,1206,06-12-2024,Pending,Cross-platform homogeneous info-mediaries,Furniture,N,28,1438.52,20.8,31900.62,40278.56,8377.94048,31900.61952,31900.61952,0.00048,Matched,Sale,Matched
800219,5008978,21195,300736,522,1251,02-05-2025,Pending,De-engineered empowering access,Electronics,N,2,1151.71,10.6,2059.26,2303.42,244.16252,2059.25748,2059.25748,0.00252,Matched,Sale,Matched
800220,5004354,21406,301078,518,1294,11-06-2026,Delivered,Quality-focused bottom-line adapter,Toys,N,1,49.99,1.7,49.14,49.99,0.84983,49.14017,49.14017,-0.00017,Matched,Sale,Matched
800221,5009189,20739,302414,508,1157,28-11-2023,Returned,Configurable explicit middleware,Electronics,N,14,2358.5,10.2,29651.06,33019,3367.938,29651.062,29651.062,-0.002,Matched,Sale,Matched
800222,5004230,20443,300798,515,1008,04-02-2025,Returned,Synchronized national policy,Industrial Equipment,Y,-10,1854.09,0.3,-18485.28,-18540.9,-55.6227,-18485.2773,-18485.2773,-0.0027,Matched,Return / Reversal,Matched
800223,5009876,20848,302705,521,1147,20-09-2023,Pending,Universal 5thgeneration service-desk,Sporting Goods,Y,43,1386.29,11.7,52636.05,59610.47,6974.42499,52636.04501,52636.04501,0.00499,Matched,Sale,Matched
800224,5005224,20361,301852,534,1096,10-01-2026,Shipped,Pre-emptive bandwidth-monitored utilization,Sporting Goods,N,43,498.79,10.2,19260.28,21447.97,2187.69294,19260.27706,19260.27706,0.00294,Matched,Sale,Matched
800225,5011619,21057,301343,504,1221,16-12-2025,Returned,User-centric optimizing core,Furniture,N,7,,10.4,1081.98,,,,,,Cannot Calculate,Sale,Matched
800226,5004733,21392,301960,534,1206,19-11-2023,Delivered,Cross-platform homogeneous info-mediaries,Furniture,N,20,1438.52,16.1,24138.37,28770.4,4632.0344,24138.3656,24138.3656,0.0044,Matched,Sale,Matched
800227,5006556,21125,300623,538,1013,09-12-2024,Delivered,Grass-roots system-worthy synergy,Furniture,N,14,576.55,5.1,7660.04,8071.7,411.6567,7660.0433,7660.0433,-0.0033,Matched,Sale,Matched
800228,5008806,20152,300878,516,1141,29-08-2024,Pending,Managed transitional interface,Sporting Goods,Y,9,922.14,0.5,8257.76,8299.26,41.4963,8257.7637,8257.7637,-0.0037,Matched,Sale,Matched
800229,5010315,21379,302633,510,1266,10-04-2023,Returned,Digitized mission-critical array,Industrial Equipment,Y,43,1336.62,25.1,43048.52,57474.66,14426.13966,43048.52034,43048.52034,-0.00034,Matched,Sale,Matched
800230,5007230,21111,300781,505,1249,02-10-2025,Returned,Automated bottom-line encoding,Sporting Goods,Y,50,2035.04,26.8,74482.46,101752,27269.536,74482.464,74482.464,-0.004,Matched,Sale,Matched
